StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent2_1,Consent2_2,Consent2_3,Eligibility2,Eligibility3,TestTrat,C_Min+58,C_Min+58_3_TEXT,T1_Min+58Slider,T1_Min+58Slider_6_TEXT,T2_Min+SB,T2_Min+SB_3_TEXT,T3_Min+SBSlider,T3_Min+SBSlider_6_TEXT,S1_1,ITP246_1,ITP246_2,ITP201,ITP180,ITP170,ITP165,ITP175,ITP190,ITP195,ITP185,ITP223,ITP212,ITP206,ITP217,ITP234,ITP228,ITP240,ITP296,ITP323,ITP309,ITP316,ITP303,ITP336,ITP343,ITP329,ITP270,ITP258,ITP252,ITP264,ITP283,ITP277,ITP290,FL1,FL2,FL3,DebtAversion1_1,DebtAversion1_2,DebtAversion1_3,Demographics1,Free1,ticket,s,g,balance,min,testing,sliderValue,sliderCount1,sliderCount2,sliderCount3,sliderCount4,sliderCount5,sliderCount6,sliderCount7,sliderCount8,sliderCount9,condition
2023-11-27 15:55:04,2023-11-27 15:55:39,Survey Preview,,100,34,True,2023-11-27 15:55:40,R_2i22LBdfU8ecRvH,,,,,-33.4521,-70.6536,preview,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,34,,,,,,,,,,,,treat4
2023-12-26 15:10:12,2023-12-26 15:10:35,Survey Preview,,100,22,True,2023-12-26 15:10:36,R_7eXkspI2oV1RTev,,,,,-33.4521,-70.6536,preview,EN,,,,,,,,,Statement balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,34,,813,1,1,1,3,10,2,2,0,0,treat1
2023-12-26 15:13:45,2023-12-26 15:13:55,Survey Preview,,100,10,True,2023-12-26 15:13:56,R_7dKqdb58bpfloAa,,,,,-33.4521,-70.6536,preview,EN,,,,,,,,,Statement balance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,34,,820,1,1,1,1,2,0,0,0,0,treat1
2023-12-26 15:21:52,2023-12-26 15:22:40,Survey Preview,,100,47,True,2023-12-26 15:22:41,R_7NKaJKsu9QUNhX6,,,,,-33.4521,-70.6536,preview,EN,,,,,,,,,,,,,Minimum payment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,34,,205,4,1,1,1,3,1,1,3,5,treat3
2024-01-04 11:20:36,2024-01-04 11:22:12,Survey Preview,,100,96,True,2024-01-04 11:22:14,R_12R92vgylyMTHLD,,,,,-33.4521,-70.6536,preview,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,SliderLow,,,,,Other amount ($),231,,,Very confident,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,34,,,,,,,,,,,,treat2
2024-01-05 05:22:32,2024-01-05 05:44:03,Survey Preview,,100,1290,True,2024-01-05 05:44:06,R_3rDlDctasxlyw2E,,,,,-33.4665,-70.5311,preview,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,SliderHigh,,,,,,,Other amount ($),986,Extremely confident,In 12 months,,In 12 months,Today,Don't know / Refuse to answer,Today,In 12 months,In 12 months,In 12 months,Don't know / Refuse to answer,Don't know / Refuse to answer,Don't know / Refuse to answer,Today,In 12 months,Don't know / Refuse to answer,Don't know / Refuse to answer,In 12 months,Don't know / Refuse to answer,Don't know / Refuse to answer,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,Today,In 12 months,In 12 months,In 12 months,In 12 months,In 12 months,More than $102,Less than today,False,,,,,,,,,1678,34,,986,0,0,2,6,2,5,5,3,11,treat3
2024-01-10 16:04:47,2024-01-10 16:06:15,Survey Preview,,100,87,True,2024-01-10 16:06:16,R_1Pna6qV7B7KNCw6,,,,,-33.4521,-70.6536,preview,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,Control,Minimum payment,,,,,,,,Very confident,In 12 months,,Today,,,,,,,,In 12 months,Today,,In 12 months,,,,,,,,,,,,,,,,,,,More than $102,More than today,False,,,,,,,,,1678,34,,,,,,,,,,,,control
2024-01-12 03:47:55,2024-01-12 03:55:48,Survey Preview,,100,472,True,2024-01-12 03:55:49,R_3hnMSVUpqzl2YJP,,,,,-33.4521,-70.6536,preview,EN,Yes,Yes,Yes,I do not have and have not used a credit card,Less than a month ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,34,,,,,,,,,,,,treat3
2024-01-12 04:12:40,2024-01-12 04:28:12,Survey Preview,,100,932,True,2024-01-12 04:28:15,R_3Jw2Rls2Tvz4jWV,,,,,-33.4521,-70.6536,preview,EN,Yes,Yes,Yes,I used a single credit card,"More than a month ago, but less than 6 months",SliderHigh,,,,,,,Minimum payment,,Very confident,In 12 months,,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,Exactly $102,Exactly the same as today,False,,,,,,,,,1678,34,,58,1,1,1,1,1,1,1,1,1,treat3
2024-01-12 11:41:45,2024-01-12 11:42:07,Survey Preview,,100,22,True,2024-01-12 11:42:09,R_7s1arNxFMeyYoYG,,,,,-33.4521,-70.6536,preview,EN,Yes,Yes,Yes,I am not sure if I have used a credit card,"More than a month ago, but less than 6 months",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1678,34,,,,,,,,,,,,treat3
2024-01-12 15:31:52,2024-01-12 15:41:33,Survey Preview,,100,581,True,2024-01-12 15:41:35,R_5HSotjB74YHqIXU,,,,,-36.8335,-73.0487,preview,EN,Yes,Yes,Yes,I used 3 or more credit cards,Less than a month ago,Control,Minimum payment,,,,,,,,Unconfident,In 12 months,,In 12 months,Today,,,,Don't know / Refuse to answer,In 12 months,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",liyflyf,,,,1678,34,on,,,,,,,,,,,control
2024-01-13 07:48:01,2024-01-13 07:54:50,IP Address,45.232.95.225,100,408,True,2024-01-13 07:54:51,R_37d2ciGu5fzlESv,,,,,-33.4521,-70.6536,anonymous,EN,Yes,Yes,Yes,I used a single credit card,"More than a month ago, but less than 6 months",,Statement balance,,,,,,,,Very confident,In 12 months,,In 12 months,Today,,,,In 12 months,,Today,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Disagree,Somewhat disagree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",,,,,1678,34,off,,,,,,,,,,,control
2024-01-13 07:48:14,2024-01-13 08:01:29,Survey Preview,,100,795,True,2024-01-13 08:01:31,R_7To88AhZKfXeCTT,,,,,-33.4521,-70.6536,preview,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,,,Statement balance,,Very confident,In 12 months,,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Strongly disagree,Strongly disagree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",Not having a debt.,,,,1678,34,off,1678,0,0,0,0,0,0,0,0,0,treat3
2024-01-13 07:52:16,2024-01-13 08:06:19,Survey Preview,,100,842,True,2024-01-13 08:06:20,R_14jggscDF62sgx3,,,,,-33.4521,-70.6536,preview,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,Statement balance,,,,Extremely unconfident,In 12 months,,In 12 months,In 12 months,In 12 months,Today,,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly agree,Agree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",Prueba,,,,1678,34,off,,,,,,,,,,,treat2
2024-01-13 08:04:54,2024-01-13 08:26:44,IP Address,186.107.21.248,100,1309,True,2024-01-13 08:26:44,R_6962OaH2Xlr519r,,,,,-33.4521,-70.6536,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,,,Statement balance,,,,,,Extremely confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",,,,,1678,34,off,1678,3,3,3,5,5,5,5,5,5,treat1
2024-01-13 11:49:21,2024-01-13 12:06:20,IP Address,97.126.123.94,100,1018,True,2024-01-13 12:06:20,R_7mDwRv84nQy56hs,,,,,47.6901,-122.3747,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,,,,,Statement balance,,Extremely unconfident,In 12 months,,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Strongly disagree,Strongly disagree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)","How much liquidity I have and what’s my expected income in the next month ",,,,1678,34,off,1678,0,2,2,2,2,2,2,2,2,treat3
2024-01-13 08:53:54,2024-01-13 15:11:21,IP Address,191.125.15.211,100,22646,True,2024-01-13 15:11:22,R_1lB0FEtruX5DCtH,,,,,-33.4521,-70.6536,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,"More than 6 months ago, but less than a year",,,,,,,,Statement balance,,Very confident,In 12 months,,In 12 months,In 12 months,Today,,Today,,,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Disagree,Agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",I prefer to avoid debts,,,,1678,34,off,1678,2,2,2,4,6,6,6,6,6,treat3
2024-01-13 15:22:12,2024-01-13 15:36:52,IP Address,186.105.36.43,100,879,True,2024-01-13 15:36:53,R_1itEKOzHK1uP4u5,,,,,-33.4521,-70.6536,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,Statement balance,,,,,,Confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,Don’t know,Disagree,Disagree,Agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",My past experience paying for my card,,,,1678,34,off,1678,3,3,3,3,3,3,3,5,5,treat1
2024-01-13 17:10:03,2024-01-13 17:16:00,IP Address,181.42.142.228,100,357,True,2024-01-13 17:16:01,R_7qNDS5UY3GwEMlO,,,,,-33.4521,-70.6536,anonymous,EN,Yes,Yes,Yes,I used a single credit card,"More than a month ago, but less than 6 months",,Statement balance,,,,,,,,Very confident,Today,,,,,,,,,,,,,,,,,In 12 months,,,,,,,,Today,,,,In 12 months,Today,,More than $102,More than today,True,Agree,Agree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",,,,,1678,34,off,,,,,,,,,,,control
2024-01-14 12:56:04,2024-01-14 13:05:09,IP Address,142.147.59.145,100,544,True,2024-01-14 13:05:10,R_52YdHdeVoXBnTJ8,,,,,41.871,-87.6289,anonymous,EN,Yes,Yes,Yes,I used 2 credit cards,Less than a month ago,,Statement balance,,,,,,,,Confident,In 12 months,,In 12 months,Today,,,,Today,Today,,,,,,,,,,,,,,,,,,,,,,,,More than $102,Less than today,False,Disagree,Neither agree nor disagree,Somewhat disagree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",Avoid interest,,,,1678,34,off,,,,,,,,,,,control
2024-01-14 19:13:58,2024-01-14 19:33:07,IP Address,45.232.95.225,100,1148,True,2024-01-14 19:33:08,R_4YPYDmVqedn5Rv3,,,,,-33.4521,-70.6536,anonymous,EN,Yes,Yes,Yes,I used a single credit card,Less than a month ago,,,,Other amount ($),330,,,,,Confident,In 12 months,,Today,,,,,,,,Today,,,,Today,,In 12 months,,,,,,,,,,,,,,,,More than $102,Less than today,False,Somewhat agree,Somewhat agree,Strongly agree,"Advanced degree (Master's degree, professional degree, or doctoral degree)",No acumular más intereses,,,,1678,34,off,330,5,6,2,2,4,2,2,2,2,treat1
