"","Progress","Duration..in.seconds.","Finished","UserLanguage","I2_1","I2_2","E3","E4","Cnos","Cnos_3_TEXT","Calto.","Calto._3_TEXT","Cbajo","Cbajo_3_TEXT","Tnos.","Tnos._3_TEXT","Talto.","Talto._3_TEXT","Tbajo","Tbajo_3_TEXT","P0_time_First.Click","P0_time_Last.Click","P0_time_Page.Submit","P0_time_Click.Count","Cnos_deu_fac.","Cnos_deu_fac._4_TEXT","Cdeu_fac.","Cdeu_fac._4_TEXT","Tnos_deu_fac.","Tnos_deu_fac._4_TEXT","Tdeu_fac.","Tdeu_fac._4_TEXT","Cnos_deu.","Cnos_deu._4_TEXT","Calto_deu","Calto_deu_4_TEXT","Cbajo_deu.","Cbajo_deu._4_TEXT","Tnos_deu.","Tnos_deu._4_TEXT","Talto_deu","Talto_deu_4_TEXT","Tbajo_deu.","Tbajo_deu._4_TEXT","Cnos_deu_min.","Cnos_deu_min._4_TEXT","Calto_deu_min","Calto_deu_min_4_TEXT","Cbajo_deu_min.","Cbajo_deu_min._4_TEXT","Tnos_deu_min.","Tnos_deu_min._4_TEXT","Talto_deu_min","Talto_deu_min_4_TEXT","Tbajo_deu_min.","Tbajo_deu_min._4_TEXT","Cnos_deu.min.","Cnos_deu.min._4_TEXT","Calto_deu.min","Calto_deu.min_4_TEXT","Cbajo_deu.min.","Cbajo_deu.min._4_TEXT","Tnos_deu.min.","Tnos_deu.min._4_TEXT","Talto_deu.min.","Talto_deu.min._4_TEXT","Tbajo_deu.min.","Tbajo_deu.min._4_TEXT","Cnos_int_fac.","Cnos_int_fac._4_TEXT","Cint_fac.","Cint_fac._4_TEXT","Tnos_int_fac.","Tnos_int_fac._4_TEXT","Tint_fac.","Tint_fac._4_TEXT","Cnos_int.","Cnos_int._20_TEXT","Calto_int","Calto_int_20_TEXT","Cbajo_int.","Cbajo_int._20_TEXT","Tnos_int.","Tnos_int._20_TEXT","Talto_int","Talto_int_20_TEXT","Tbajo_int.","Tbajo_int._20_TEXT","Cnos_int_min.","Cnos_int_min._4_TEXT","Calto_int_min","Calto_int_min_4_TEXT","Cbajo_int_min.","Cbajo_int_min._4_TEXT","Tnos_int_min.","Tnos_int_min._4_TEXT","Talto_int_min","Talto_int_min_4_TEXT","Tbajo_int_min.","Tbajo_int_min._4_TEXT","Cnos_int.min.","Cnos_int.min._4_TEXT","Calto_int.min","Calto_int.min_4_TEXT","Cbajo_int.min.","Cbajo_int.min._4_TEXT","Tnos_int.min.","Tnos_int.min._4_TEXT","Talto_int.min.","Talto_int.min._4_TEXT","Tbajo_int.min.","Tbajo_int.min._4_TEXT","P1_time._First.Click","P1_time._Last.Click","P1_time._Page.Submit","P1_time._Click.Count","TC1._1","TC1._2","TC1._3","TC1._4","TC1._5","TC1._6","TC2.","TC2._8_TEXT","LF1.","LF2.","LF3.","PS1._1","PS1._2","DS1.","C1.","C1._10_TEXT","C2.","C3.","PA1","ticket","treat","fac","min","saldo","s","g","int","deuda","int2","deuda2","pago","prog","gse","LC1","LC2","LC3","LC","treat0","treat00","treat1","treat11","y0","Cnosy0","Cy0","op","Tnosy0","Ty0","less0","min0","otro0","total0","y1","op2","share_p0","share_p1","less1","min1","otro1","total1"
"200",100,268,"True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes","Total a pagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.178","9.178","10.569","1","Total a pagar",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"0","0","13.178","0","Casi siempre4","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","Falso","Valdrían lo mismo","$ 1.000","6","2","Compra en la tienda","Empleado/a","NA","De $1.500.001 a $2.000.000","Algún estudio universitario o técnico (incompleto)","El porcentaje de interes mensual","ab4aa503aa436231_194fcf79a1c3965a_044bf447a47bf724_bbca5cef5bda3bb89e877d8cd97a4253","Cdeu",282026,42304,"1000000",1,4,"9194","291220","39173","321199","0",100,"C2",1,0,1,2,"C",0,"D",1,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"201",100,236,"True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes","NA","NA","NA","NA","NA","NA","
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

","NA","NA","NA","NA","NA","8.089","17.895","18.876","4","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"3.709","4.467","5.436","2","Casi nunca2","Siempre5","Casi nunca2","Nunca1","Nunca1","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","Falso","Valdrían lo mismo","$ 12.000","Nada
1
","Mucho
7
","Compra en la tienda que está más lejos","Empleado/a","NA","De $1.000.001 a $1.500.000","Estudios de Postgrado","Beneficios de puntos al.agar con tc","b8ccc8a82d245a58_194fcf79a1c3965a_044bf447a47bf724_086662e254b05a5da3f8c8c68286432e","Tint",282026,42304,"1000000",2,2,"9194","291220","39173","321199","0",100,"ABC1",1,0,0,1,"T",1,"I",0,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"202",100,833,"True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes","NA","NA","NA","NA","NA","NA","
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

","NA","NA","NA","NA","NA","34.931","34.931","42.167","1","NA",NA,"NA","NA","Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"10.824","12.212","14.977","4","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","Falso","$120.000 recibidos en dos años más (a partir de hoy)","$ 1.000","4","6","Compra en la tienda que está más lejos","Pensionado/a","NA","De $1.000.001 a $1.500.000","Título universitario o técnico","No quiero pagar interreses","bf5ab675f598d094_194fcf79a1c3965a_044bf447a47bf724_4ad5c9420ebd20340380ba445879b723","Tdeu",282026,42304,"1000000",1,4,"9194","291220","39173","321199","0",100,"C2",1,0,1,2,"T",1,"D",1,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"203",100,272,"True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes","NA","NA","NA","NA","NA","NA","
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

","NA","NA","NA","NA","NA","9.673","28.292","29.362","6","NA",NA,"NA","NA","Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"5.381","7.009","7.668","2","Casi siempre4","Casi siempre4","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","3","Mucho
7
","Compra en la tienda que está más lejos","Empleado/a","NA","De $250.000 a $500.000","Título universitario o técnico","NA","cf520dadb41fd260_194fcf79a1c3965a_044bf447a47bf724_7328a6056cdeec358a92dfbbf229e024","Tdeu",282026,42304,"1000000",2,6,"9194","291220","39173","321199","0",100,"DE",1,1,1,3,"T",1,"D",1,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"204",100,131,"True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes","NA","NA","NA","NA","NA","NA","
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

","NA","NA","NA","NA","NA","4.079","4.079","6.734","1","NA",NA,"NA","NA","Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"0","0","4.89","0","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","No estoy seguro/a","No estoy seguro/a","No estoy seguro","Nada
1
","Mucho
7
","Compra en la tienda que está más lejos","Estudiante","NA","Menos de $250.000","Algún estudio universitario o técnico (incompleto)","mi ingreso
","273f9680157391ac_194fcf79a1c3965a_044bf447a47bf724_9d7b893b86cfe9a43cb2c1cab22a7de2","Tdeu",282026,42304,"1000000",1,6,"9194","291220","39173","321199","0",100,"DE",0,0,0,0,"T",1,"D",1,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"205",100,650,"True","ES","Sí","Sí","Usé 3 o más tarjetas de crédito","Hace menos de un mes","Total a pagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.124","6.676","7.269","6","Total a pagar",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"1.491","30.738","31.663","13","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Casi nunca2","De forma automática pagando el monto total","NA","Falso","No estoy seguro/a","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda","Empleado/a","NA","Más de $3.000.000","Estudios de Postgrado","No crear deudas","707ca4db0855670a_194fcf79a1c3965a_044bf447a47bf724_b9b1e6130ad2bfab79a954ce2c9d6a70","Cdeu",282026,42304,"1000000",2,3,"9194","291220","39173","321199","0",100,"ABC1",1,0,1,2,"C",0,"D",1,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"206",100,259,"True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes","Total a pagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","4.373","13.355","14.801","3","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"Total a pagar",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"3.999","7.506","8.258","4","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","A veces3","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","Verdadero","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","4","4","Compra en la tienda que está más lejos","Estudiante","NA","Menos de $250.000","Algún estudio universitario o técnico (incompleto)","Es mejor pagarlo todo de una vez para que no suba el interés ","1c3547b0b0bacc07_194fcf79a1c3965a_044bf447a47bf724_66443c8e5c17fac9de1ba5f6e2a92583","Cint",282026,42304,"1000000",2,7,"9194","291220","39173","321199","0",100,"DE",0,1,0,1,"C",0,"I",0,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"207",100,303,"True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes","NA","NA","NA","NA","NA","NA","
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

","NA","NA","NA","NA","NA","7.5","8.621","9.969","2","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"8.908","10.511","11.101","3","Casi siempre4","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","4","Mucho
7
","Compra en la tienda que está más lejos","Empleado/a","NA","De $500.001 a $1.000.000","Educación media completa","Pagar menos interés ","818a06f80913090c_194fcf79a1c3965a_044bf447a47bf724_0b170ec1d6f0a18f395ae4485f1269ed","Tint",282026,42304,"1000000",2,6,"9194","291220","39173","321199","0",100,"DE",1,1,0,2,"T",1,"I",0,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"208",100,365,"True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace más de un mes, pero menos de 6 meses","Otro monto:","100000","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","8.772","8.772","15.972","1","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA","NA","Total a pagar",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"8.586","22.364","24.66","7","Siempre5","Casi siempre4","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","Verdadero","$120.000 recibidos en dos años más (a partir de hoy)","$ 12.000","2","Mucho
7
","Compra en la tienda","Empleado/a","NA","De $500.001 a $1.000.000","Título universitario o técnico","Odio pagar intereses, por lo tanto siempre prefiero pagar el total y no pagar de más, aún que tenga que hacer sacrificios para que alcance el dinero ","38029db0f99f8a48_194fcf79a1c3965a_044bf447a47bf724_250989a88805eee2dc5cc39a36ab3a1a","Cint",282026,42304,"1000000",2,4,"5934","187960","34283","216309","100000",100,"C2",0,0,0,0,"C",0,"I",0,1e+05,1e+05,NA,"otro",NA,NA,0,0,1,0,282026,"total",0.354577237559658,1,0,0,0,1
"209",87,154,"False","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace menos de un mes","NA","NA","NA","NA","NA","NA","
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

","NA","NA","NA","NA","NA","6.753","6.753","8.757","1","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"0","0","11.661","0","Siempre5","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","De forma automática pagando el monto total","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","31b58caf957a59b1_194fcf79a1c3965a_044bf447a47bf724_2e187719faaf9f33ca82bbe3f52053a4","Tint",282026,42304,"1000000",1,3,"9194","291220","39173","321199","0",87,"ABC1",0,0,0,0,"T",1,"I",0,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"210",100,1103,"True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace más de 6 meses, pero menos de un año","NA","NA","NA","NA","NA","NA","
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

","NA","NA","NA","NA","NA","35.412","176.858","177.501","3","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","Pago mínimo
Al pagar el mínimo, pagarás intereses adicionales pero evitarás gastos de cobranza.",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"17.299","24.738","25.564","4","Casi siempre4","Siempre5","A veces3","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","Falso","$120.000 recibidos en dos años más (a partir de hoy)","$ 12.000","3","6","Compra en la tienda","Estudiante","NA","Menos de $250.000","Algún estudio universitario o técnico (incompleto)","Los intereses","4b266996bb968f7b_194fcf79a1c3965a_3a6d961405a362a9_76dbe1da1a44677138a5c4cdb0dd4800","Tint",282026,42304,"1000000",2,4,"9194","291220","39173","321199","0",100,"C2",1,0,0,1,"T",1,"I",0,282026,NA,NA,"total",NA,NA,0,0,0,1,42304,"min",1,0.150000354577238,0,1,0,0
"211",100,431,"True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes","NA","NA","NA","NA","NA","NA","
Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.

","NA","NA","NA","NA","NA","32.265","33.715","37.527","2","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","Total a pagar
Al pagar el total, evitarás intereses adicionales y gastos de cobranza.",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"11.112","11.112","12.191","1","A veces3","A veces3","Nunca1","Nunca1","A veces3","A veces3","De forma automática pagando el monto total","NA","Verdadero","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 12.000","4","6","Compra en la tienda que está más lejos","Trabajador/a independiente","NA","De $500.001 a $1.000.000","Estudios de Postgrado","Los intereses y comisiones debidos al banco, y en los bancos son usureros.","c303d7a0c3a14424_194fcf79a1c3965a_044bf447a47bf724_baedf770a26d9ae9a9fac4f7cea6ab4d","Tint",282026,42304,"1000000",2,5,"9194","291220","39173","321199","0",100,"C3",0,1,0,1,"T",1,"I",0,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"212",100,665,"True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes","Total a pagar","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12.226","12.226","14.759","1","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"Total a pagar",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"4.746","4.746","18.846","1","Siempre5","Nunca1","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","Mucho
7
","Nada
1
","Compra en la tienda que está más lejos","Empleado/a","NA","Más de $3.000.000","Título universitario o técnico","Hay que utilizar en la tarjeta lo que se puede pagar, por lo tanto siempre se debe poder pagar el monto facturado","62f05b08a8671b28_194fcf79a1c3965a_044bf447a47bf724_177b24ae039369112255b8ef6bd9fcc4","Cint",282026,42304,"1000000",2,2,"9194","291220","39173","321199","0",100,"ABC1",1,1,1,3,"C",0,"I",0,282026,NA,NA,"total",NA,NA,0,0,0,1,282026,"total",1,1,0,0,0,1
"213",100,298,"True","ES","Sí","Sí","Usé 2 tarjetas de crédito","Hace menos de un mes","NA","NA","NA","NA","NA","NA","Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.
","180000","NA","NA","NA","NA","7.724","13.962","21.128","3","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"Otro monto:
A mayor monto, pagarás menos intereses adicionales. Pagarás gastos de cobranza si pagas menos que el mínimo.",180000,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"4.751","13.189","14.388","8","A veces3","Casi siempre4","Nunca1","Nunca1","Nunca1","Nunca1","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","No estoy seguro/a","No estoy seguro/a","No estoy seguro","4","5","Compra en la tienda que está más lejos","Pensionado/a","NA","De $1.000.001 a $1.500.000","Título universitario o técnico","Me sentí un poco inquieta, desinformada","427a2932dc19c459_194fcf79a1c3965a_044bf447a47bf724_9948d9f06077bd00d435030f9232c661","Tint",282026,42304,"1000000",2,3,"3326","105352","30371","132397","180000",100,"ABC1",0,0,0,0,"T",1,"I",0,180000,NA,NA,"otro",180000,NA,0,0,1,0,180000,"otro",0.638239027607384,0.638239027607384,0,0,1,0
"214",100,546,"True","ES","Sí","Sí","Usé una sola tarjeta de crédito","Hace más de un mes, pero menos de 6 meses","Pago mínimo","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","12.804","12.804","16.116","1","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"Pago mínimo",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"NA",NA,"NA","NA","NA",NA,"7.095","18.524","25.536","3","Nunca1","A veces3","A veces3","Nunca1","Nunca1","Casi nunca2","De forma digital (aplicación o página Web) de su banco o casa comercial","NA","Falso","$100.000 recibidos hoy y luego colocados en una cuenta de ahorros a una tasa del 10% de interés compuesto anualmente","$ 1.000","Nada
1
","Mucho
7
","Compra en la tienda que está más lejos","Empleado/a","NA","De $500.001 a $1.000.000","Título universitario o técnico","El interés mensual ","59b43cd20720963b_194fcf79a1c3965a_d9dc9324856330af_c6ebf9b560a0b7e4bf975b1b00818d2f","Cint",282026,42304,"1000000",1,4,"9194","291220","39173","321199","0",100,"C2",1,1,1,3,"C",0,"I",0,42304,NA,NA,"min",NA,NA,0,1,0,0,42304,"min",0.150000354577238,0.150000354577238,0,1,0,0
